callDateTime,priority,district,description,callNumber,incidentLocation,location
07/13/2015 10:41:00 AM,Medium,CD,SEE TEXT,P151941002,0 N CALVERT ST,"(39.2899299,-76.6123462)"
07/13/2015 10:47:00 AM,Medium,CD,911/NO  VOICE,P151941003,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
07/13/2015 10:42:00 AM,Medium,CD,911/NO  VOICE,P151941004,200 E BALTIMORE ST,"(39.2898910,-76.6120720)"
07/13/2015 10:45:00 AM,Low,CD,PRKG COMPLAINT,P151941005,800 PARK AV,"(39.2985163,-76.6184754)"
07/13/2015 10:46:00 AM,Medium,SW,AUTO THEFT,P151941006,3500 CLIFTON AV,"(39.3112130,-76.6763150)"
07/13/2015 10:47:00 AM,Medium,ND,FAMILY DISTURB,P151941007,2700 N CALVERT ST,"(39.3208510,-76.6147390)"
07/13/2015 10:46:00 AM,High,WD,SILENT ALARM,P151941008,2100 W NORTH AV,"(39.3097096,-76.6513109)"
07/13/2015 10:49:00 AM,Low,SW,AUTO ACCIDENT,P151941010,3100 WILKENS AV,"(39.2756929,-76.6664179)"
07/13/2015 10:48:00 AM,Medium,NE,FAMILY DISTURB,P151941011,4800 GILRAY DR,"(39.3483090,-76.5768440)"
07/13/2015 10:49:00 AM,Medium,ND,NARCOTICSOutside,P151941012,W GARRISON AV/PIMLICO RD,"(39.349653,-76.669145)"
07/13/2015 10:49:00 AM,Low,CD,UNKNOWN TROUBLE,P151941013,400 W FRANKLIN ST,"(39.2950980,-76.6214710)"
07/13/2015 10:52:00 AM,Non-Emergency,CD,FOLLOW UP,P151941014,1500 PENNSYLVANIA AV,"(39.3022430,-76.6330752)"
07/13/2015 10:52:00 AM,High,SW,AUTO ACC/INJURY,P151941015,1100 COOKS LN,"(39.2981477,-76.7098689)"
07/13/2015 10:53:00 AM,Non-Emergency,SW,Repairs/Service,P151941016,100,"(39.3810499,-76.6572571)"
07/13/2015 10:51:00 AM,Low,CD,AUTO ACCIDENT,P151941017,W LOMBARD ST/S GREENE ST,"(39.287402,-76.623583)"
07/13/2015 10:54:00 AM,High,SW,AUTO ACC/INJURY,P151941018,1200 COOKS LN,"(39.2990896,-76.7111397)"
07/13/2015 10:54:00 AM,Medium,SE,DISORDERLY,P151941020,3300 E FAYETTE ST,"(39.2950660,-76.5708960)"
07/13/2015 10:53:00 AM,Low,SE,INVESTIGATE,P151941021,3300 E FAYETTE ST,"(39.2950660,-76.5708960)"
07/13/2015 10:53:00 AM,Medium,SD,NARCOTICSOutside,P151941022,1900 BLK LEMMON ST,"(39.2856830,-76.6467971)"
07/13/2015 10:53:00 AM,Medium,SW,911/NO  VOICE,P151941023,900 S CATON AV,"(39.2724121,-76.6723831)"
07/13/2015 10:54:00 AM,Low,NE,OTHER,P151941024,1600 STONEWOOD RD,"(39.3487599,-76.5876087)"
07/13/2015 10:54:00 AM,Non-Emergency,ND,Private Tow,P151941025,2000 MARYLAND AV,"(39.3126394,-76.6186925)"
07/13/2015 10:54:00 AM,Medium,WD,BURGLARY,P151941026,1600 BRUCE CT,"(39.3066998,-76.6457852)"
07/13/2015 10:55:00 AM,Low,CW,RECOVERED VEH,P151941027,2900 WESTWOOD AV,"(39.3083389,-76.6662570)"
07/13/2015 10:53:00 AM,Medium,WD,SUSPICIOUS PERS,P151941028,2100 N SMALLWOOD ST,"(39.3118690,-76.6531200)"
07/13/2015 10:50:00 AM,Medium,CD,911/NO  VOICE,P151941029,200 N PACA ST,"(39.2918833,-76.6226802)"
07/13/2015 10:55:00 AM,Medium,ND,BURGLARY,P151941030,3500 CHESTNUT AV,"(39.3300300,-76.6296080)"
07/13/2015 10:53:00 AM,Medium,SE,CHK WELLBEING,P151941031,6700 GARY AV,"(39.2803870,-76.5338650)"
07/13/2015 10:54:00 AM,Medium,CD,911/NO  VOICE,P151941032,500 N CHARLES ST,"(39.2951171,-76.6155403)"
07/13/2015 10:54:00 AM,High,SE,SILENT ALARM,P151941033,2600 E BALTIMORE ST,"(39.2922790,-76.5802860)"
07/13/2015 10:51:00 AM,Low,CD,DESTRUCT PROPTY,P151941034,1500 PARK AV,"(39.3075460,-76.6253770)"
07/13/2015 10:54:00 AM,Low,NW,FALSE PRETENSE,P151941035,5900 PARK HEIGHTS AV,"(39.3558016,-76.6889025)"
07/13/2015 10:55:00 AM,Medium,SW,AUTO ACCIDENT,P151941036,1200 COOKS LN,"(39.2990896,-76.7111397)"
07/13/2015 10:56:00 AM,Medium,SE,911/NO  VOICE,P151941038,2100 BOSTON ST,"(39.2846619,-76.5866615)"
07/13/2015 10:57:00 AM,Medium,SE,LARCENY F/AUTO,P151941039,E LOMBARD ST/S COLLINGTON AV,"(39.290677,-76.586158)"
07/13/2015 10:57:00 AM,High,NW,SILENT ALARM,P151941040,4100 MONDAWMIN AV,"(39.3154440,-76.6842720)"
07/13/2015 09:33:00 AM,Non-Emergency,ND,FOLLOW UP,P151941041,1000 W 38TH ST,"(39.3343125,-76.6334187)"
07/13/2015 10:58:00 AM,Low,NW,AUTO ACCIDENT,P151941042,5400 REISTERSTOWN RD,"(39.3460230,-76.6883340)"
07/13/2015 10:57:00 AM,Medium,SW,911/NO  VOICE,P151941043,3200 FREDERICK AV,"(39.2805996,-76.6699645)"
07/13/2015 10:58:00 AM,Non-Emergency,CD,Private Tow,P151941044,1100 BOLTON ST,"(39.3035674,-76.6236311)"
07/13/2015 10:49:00 AM,Non-Emergency,NE,INVESTIGATE AUTO,P151941045,1500 KENNEWICK RD,"(39.3347790,-76.5941570)"
07/13/2015 10:59:00 AM,Low,WD,OTHER,P151941046,1700 W LEXINGTON ST,"(39.2908640,-76.6441260)"
07/13/2015 10:56:00 AM,Low,SW,INVEST,P151941047,N FRANKLINTOWN RD/EDMONDSON AV,"(39.294468,-76.663321)"
07/13/2015 10:57:00 AM,Medium,SE,DISORDERLY,P151941048,3300 E FAYETTE ST,"(39.2950660,-76.5708960)"
07/13/2015 11:01:00 AM,Medium,SD,NARCOTICSOutside,P151941049,1900 W LOMBARD ST,"(39.2863280,-76.6469680)"
07/13/2015 11:00:00 AM,High,ED,SILENT ALARM,P151941050,900 E PRESTON ST,"(39.3051441,-76.6049921)"
07/13/2015 11:01:00 AM,High,ED,SILENT ALARM,P151941051,1600 E CHASE ST,"(39.3033370,-76.5963690)"
07/13/2015 11:02:00 AM,Medium,CD,COMMON ASSAULT,P151941052,0 S PACA ST,"(39.2880705,-76.6222292)"
07/13/2015 11:00:00 AM,Low,ED,DESTRUCT PROPTY,P151941053,1600 E OLIVER ST,"(39.3075970,-76.5963340)"
07/13/2015 11:05:00 AM,Non-Emergency,CW,Tow - DO NOT USE,P151941055,2300 MCCULLOH ST,"(39.3107070,-76.6376230)"
07/13/2015 11:04:00 AM,Medium,CD,911/NO  VOICE,P151941057,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
07/13/2015 11:04:00 AM,Medium,SE,911/NO  VOICE,P151941058,100 N LUZERNE AV,"(39.2932710,-76.5807600)"
07/13/2015 11:06:00 AM,Low,SD,Transport,P151941060,SOUTHERN DISTRICT,"(39.253253,-76.615524)"
07/13/2015 11:03:00 AM,Medium,ED,911/NO  VOICE,P151941061,600 N WOLFE ST,"(39.2972451,-76.5922121)"
07/13/2015 11:06:00 AM,Low,NE,AUTO ACCIDENT,P151941062,E COLD SPRING LN/HARFORD RD,"(39.342808,-76.569129)"
07/13/2015 11:06:00 AM,Medium,ND,AUTO THEFT,P151941064,4200 ST GEORGES AV,"(39.3416280,-76.6031210)"
07/13/2015 11:06:00 AM,Medium,ED,DISORDERLY,P151941065,1600 E CHASE ST,"(39.3033370,-76.5963690)"
07/13/2015 11:05:00 AM,Medium,SE,BURGLARY,P151941067,100 N MILTON AV,"(39.2932140,-76.5822050)"
07/13/2015 11:07:00 AM,High,NE,AUTO ACC/INJURY,P151941068,HARFORD RD/E COLD SPRING LN,"(39.342808,-76.569129)"
07/13/2015 11:09:00 AM,High,NE,AUTO ACC/INJURY,P151941069,HARFORD RD/E COLD SPRING LN,"(39.342808,-76.569129)"
07/13/2015 11:09:00 AM,Non-Emergency,WD,TOWED VEHICLE,P151941070,100 N FULTON AV,"(39.2895849,-76.6452986)"
07/13/2015 11:08:00 AM,Medium,ED,AED NONBREATHING,P151941071,1800 N REGESTER ST,"(39.3110140,-76.5943379)"
07/13/2015 11:08:00 AM,Low,NE,HIT AND RUN,P151941072,E COLD SPRING LN/HARFORD RD,"(39.342808,-76.569129)"
05/07/2016 10:59:00 AM,High,NE,Traffic Stop,P161281026,SINCLAIR LN/EDISON HY,"(39.314322,-76.573130)"
05/07/2016 10:57:00 AM,Medium,CD,NARCOTICSOutside,P161281028,2200 BLK CALLOW AV,"(39.3128040,-76.6317270)"
05/07/2016 11:01:00 AM,High,NE,Traffic Stop,P161281030,WALTHER AV/FRANKFORD AV,"(39.346063,-76.556117)"
05/07/2016 10:59:00 AM,Medium,ED,NARCOTICS INSIDE,P161281031,2100 KENNEDY AV,"(39.3145199,-76.6031121)"
05/07/2016 11:00:00 AM,Medium,SW,AUTO THEFT,P161281032,1000 N ELLAMONT ST,"(39.3005730,-76.6702670)"
05/07/2016 11:01:00 AM,Medium,ND,911/NO  VOICE,P161281033,3800 HOOPER AV,"(39.3338043,-76.6474606)"
05/07/2016 11:03:00 AM,Non-Emergency,NE,Repairs/Service,P161281035,100,"(39.3810499,-76.6572571)"
05/07/2016 11:01:00 AM,Low,SD,INVESTIGATE,P161281036,300 S CALHOUN ST,"(39.2843850,-76.6395579)"
05/07/2016 11:03:00 AM,Medium,SE,911/NO  VOICE,P161281037,700 S EXETER ST,"(39.2832525,-76.6001812)"
05/07/2016 11:01:00 AM,Medium,NW,SUSPICIOUS PERS,P161281038,PIMLICO RD/DUPONT AV,"(39.343880,-76.667756)"
05/07/2016 10:49:00 AM,Medium,NW,NARCOTICSOutside,P161281039,5400 CRISMER AV,"(39.3462410,-76.6898783)"
05/05/2015 06:10:00 PM,Low,ED,Transport,P151252235,H0,"(38.1877274,-76.4306578)"
07/13/2015 11:07:00 AM,Low,NW,INV,P151941073,4000 WOODHAVEN AV,"(39.3210930,-76.6836240)"
07/13/2015 11:07:00 AM,High,SD,AGGRAV ASSAULT,P151941074,2600 SPELMAN RD,"(39.2485699,-76.6292808)"
07/13/2015 11:07:00 AM,Medium,SW,NARCOTICSOutside,P151941075,S SMALLWOOD ST/W PRATT ST,"(39.284957,-76.651306)"
07/13/2015 11:12:00 AM,Medium,CD,911/NO  VOICE,P151941076,1700 EUTAW PL,"(39.3068760,-76.6304080)"
07/13/2015 11:10:00 AM,Medium,SW,MISSING PERSON,P151941077,1500 DESOTO RD,"(39.2673110,-76.6586680)"
07/13/2015 11:12:00 AM,Medium,CD,DISORDERLY,P151941078,S PRESIDENT ST/E LOMBARD ST,"(39.288203,-76.604966)"
07/13/2015 11:10:00 AM,Low,NE,RECOVERED VEH,P151941079,1700 E 30TH ST,"(39.3255630,-76.5918200)"
07/13/2015 11:13:00 AM,Low,CW,OTHER,P151941080,500 ROSE HILL TE,"(39.2903848,-76.6121893)"
07/13/2015 11:11:00 AM,Medium,WD,911/NO  VOICE,P151941081,600 CUMBERLAND ST,"(39.3093283,-76.6416623)"
07/13/2015 11:09:00 AM,Medium,NE,DISORDERLY,P151941082,3500 ELMORA AV,"(39.3159950,-76.5723010)"
07/13/2015 11:13:00 AM,Medium,ED,911/NO  VOICE,P151941083,1600 E CHASE ST,"(39.3033370,-76.5963690)"
07/13/2015 11:14:00 AM,Medium,WD,NARCOTICSOutside,P151941085,200 N MONROE ST,"(39.2906620,-76.6473290)"
07/13/2015 11:14:00 AM,Medium,SE,BURGLARY,P151941086,3800 CLAREMONT ST,"(39.2897152,-76.5648428)"
07/13/2015 11:12:00 AM,Medium,SE,NARCOTICS INSIDE,P151941087,EASTERN AV/KANE ST,"(39.287755,-76.537100)"
07/13/2015 11:11:00 AM,Medium,SW,DISORDERLY,P151941088,1700 POPLAR GROVE ST,"(39.3073200,-76.6659240)"
07/13/2015 11:14:00 AM,Medium,ND,911/NO  VOICE,P151941089,2400 W BELVEDERE AV,"(39.3549016,-76.6622292)"
07/13/2015 01:21:00 PM,Low,SE,AUTO ACCIDENT,P151941504,1600 THAMES ST,"(39.2811520,-76.5948677)"
07/13/2015 01:25:00 PM,Medium,WD,911/NO  VOICE,P151941505,800 N ARLINGTON AV,"(39.2979694,-76.6358250)"
07/13/2015 01:27:00 PM,Medium,ND,UNFOUNDED,P151941506,2300 N CHARLES ST,"(39.3154020,-76.6172200)"
07/13/2015 01:25:00 PM,Medium,ED,911/NO  VOICE,P151941507,600 N WOLFE ST,"(39.2972451,-76.5922121)"
07/13/2015 01:24:00 PM,Low,SD,UNKNOWN TROUBLE,P151941508,1600 WICOMICO ST,"(39.2744811,-76.6355730)"
07/13/2015 01:25:00 PM,Medium,SD,911/NO  VOICE,P151941509,1900 LIGHT ST,"(39.2683330,-76.6122649)"
07/13/2015 01:26:00 PM,Low,SE,AUTO ACCIDENT,P151941510,1600 THAMES ST,"(39.2811520,-76.5948677)"
07/13/2015 01:27:00 PM,Low,ED,INVESTIGATE,P151941511,500 N MADEIRA ST,"(39.2966104,-76.5857710)"
07/13/2015 01:26:00 PM,Medium,SW,DISORDERLY,P151941513,3100 W NORTH AV,"(39.3093340,-76.6695320)"
